EVENT_DT,EVENT_EFFECTIVE_GMT_TS,SOURCE_CHANNEL_CD,SOURCE_EVENT_ID,SOURCE_EVENT_DESC_TXT,CORE_EVENT_TYPE_NM,CORE_EVENT_SUBTYPE_NM,CORE_EVENT_NM_NOUN_NM,ORIGINATING_CONTACT_POINT,DESTINATION_CONTACT_POINT,OTHER_ATTRIBUTES,RELATED_PRODUCT,COMMUNICATION_EVENT_ATTRIBUTES,CORE_EVENT_SUBTYPE_2_NM,CORE_EVENT_SUBTYPE_3_NM,POST_EVENT,CUSTOM_ATTRIBUTE
10/17/2024,20:55,iph,bk-lending-cloe-fe-closing-251,cco_approve_edit_card,CRC,ACQPL,672,contact_point_5,contact_point_5,attribute_10,product_5,comm_event_5,CLM,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_6
10/17/2024,11:55,and,bk-lending-cloe-fe-closing-252,auto_loan_app_approved,CRC,DEC,696,contact_point_1,contact_point_8,attribute_1,product_10,comm_event_2,DEC,APPLY FOR LOAN,App Complete,custom_attr_9
10/17/2024,14:55,www,bk-lending-cloe-fe-closing-253,pul_loan_app_post_bureau_decline,CSL,DEC,677,contact_point_8,contact_point_6,attribute_8,product_1,comm_event_4,CLM,APPLY FOR LOAN,App Not Complete,custom_attr_7
10/17/2024,21:17,mob,bk-lending-cloe-fe-closing-254,cco_approve_edit_card,CRC,ACQPL,786,contact_point_6,contact_point_3,attribute_3,product_2,comm_event_5,CLM,APPLY FOR LOAN,App Complete,custom_attr_7
10/17/2024,16:47,iph,bk-card-cco-apply-255,cco_approve_edit_card,CSL,ACQPL,704,contact_point_5,contact_point_2,attribute_7,product_5,comm_event_4,CLM,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_5
10/17/2024,3:53,www,bk-card-cco-apply-256,auto_loan_app_approved,ASL,ACQ,668,contact_point_8,contact_point_3,attribute_3,product_3,comm_event_1,CLM,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_8
10/17/2024,21:03,and,bk-lending-cloe-fe-closing-257,cco_approve_edit_card,ASL,DEC,602,contact_point_8,contact_point_10,attribute_8,product_4,comm_event_3,PRC,APPLY FOR LOAN,App Complete,custom_attr_7
10/17/2024,4:23,iph,bk-card-cco-apply-258,cco_approve_edit_card,ASL,ACQ,619,contact_point_8,contact_point_2,attribute_4,product_10,comm_event_2,CLM,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_2
10/17/2024,17:10,and,bk-auto-loan-app-259,auto_loan_app_approved,CSL,DEC,775,contact_point_3,contact_point_5,attribute_2,product_4,comm_event_9,PRC,APPLY FOR LOAN,App Not Complete,custom_attr_10
10/17/2024,7:18,mob,bk-lending-cloe-fe-closing-260,pul_loan_app_post_bureau_decline,CSL,DEC,625,contact_point_1,contact_point_5,attribute_2,product_8,comm_event_3,DEC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_5
10/17/2024,17:38,iph,bk-auto-loan-app-261,pul_loan_app_post_bureau_decline,CRC,ACQ,611,contact_point_8,contact_point_5,attribute_7,product_8,comm_event_10,DEC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_1
10/17/2024,19:05,mob,bk-card-cco-apply-262,cco_approve_edit_card,CSL,ACQPL,790,contact_point_1,contact_point_4,attribute_2,product_5,comm_event_8,DEC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_9
10/17/2024,18:21,www,bk-lending-cloe-fe-closing-263,cco_approve_edit_card,CSL,DEC,698,contact_point_4,contact_point_5,attribute_9,product_4,comm_event_6,DEC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_5
10/17/2024,17:32,iph,bk-auto-loan-app-264,cco_approve_edit_card,CSL,ACQPL,655,contact_point_3,contact_point_5,attribute_1,product_4,comm_event_9,DEC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_1
10/17/2024,6:08,and,bk-auto-loan-app-265,cco_approve_edit_card,ASL,DEC,722,contact_point_5,contact_point_9,attribute_3,product_2,comm_event_6,CLM,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_6
10/17/2024,23:03,www,bk-card-cco-apply-266,cco_approve_edit_card,ASL,ACQPL,762,contact_point_6,contact_point_7,attribute_9,product_4,comm_event_3,PRC,APPLY FOR LOAN,App Not Complete,custom_attr_10
10/17/2024,19:25,www,bk-card-cco-apply-267,cco_approve_edit_card,CRC,DEC,788,contact_point_8,contact_point_4,attribute_10,product_2,comm_event_5,PRC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_2
10/17/2024,20:53,www,bk-card-cco-apply-268,pul_loan_app_post_bureau_decline,CSL,DEC,702,contact_point_2,contact_point_3,attribute_4,product_8,comm_event_7,DEC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_5
10/17/2024,15:22,mob,bk-auto-loan-app-269,auto_loan_app_approved,CRC,ACQPL,787,contact_point_8,contact_point_6,attribute_9,product_2,comm_event_7,DEC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_2
10/17/2024,1:57,and,bk-auto-loan-app-270,auto_loan_app_approved,CSL,ACQPL,614,contact_point_10,contact_point_3,attribute_5,product_4,comm_event_4,CLM,APPLY FOR LOAN,App Complete,custom_attr_1
10/17/2024,16:56,and,bk-lending-cloe-fe-closing-271,pul_loan_app_post_bureau_decline,CRC,DEC,622,contact_point_10,contact_point_5,attribute_10,product_4,comm_event_3,PRC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_7
10/17/2024,5:34,and,bk-auto-loan-app-272,auto_loan_app_approved,CRC,ACQ,780,contact_point_1,contact_point_3,attribute_9,product_1,comm_event_9,CLM,APPLY FOR LOAN,App Complete,custom_attr_4
10/17/2024,5:58,and,bk-card-cco-apply-273,cco_approve_edit_card,CSL,ACQPL,678,contact_point_3,contact_point_9,attribute_1,product_9,comm_event_5,PRC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_7
10/17/2024,2:32,and,bk-lending-cloe-fe-closing-274,pul_loan_app_post_bureau_decline,CSL,ACQ,690,contact_point_8,contact_point_8,attribute_6,product_8,comm_event_3,DEC,APPLY FOR LOAN,App Complete,custom_attr_2
10/17/2024,15:14,mob,bk-card-cco-apply-275,cco_approve_edit_card,CRC,DEC,627,contact_point_5,contact_point_8,attribute_8,product_5,comm_event_4,PRC,APPLY FOR LOAN,App Not Complete,custom_attr_6
10/17/2024,15:59,iph,bk-card-cco-apply-276,auto_loan_app_approved,CRC,DEC,630,contact_point_9,contact_point_8,attribute_7,product_4,comm_event_7,DEC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_7
10/17/2024,2:47,www,bk-auto-loan-app-277,auto_loan_app_approved,CSL,ACQPL,605,contact_point_5,contact_point_4,attribute_9,product_2,comm_event_8,CLM,APPLY FOR LOAN,App Complete,custom_attr_6
10/17/2024,9:14,and,bk-card-cco-apply-278,cco_approve_edit_card,CRC,ACQ,798,contact_point_6,contact_point_1,attribute_3,product_1,comm_event_3,PRC,APPLY FOR LOAN,App Not Complete,custom_attr_3
10/17/2024,5:28,mob,bk-auto-loan-app-279,pul_loan_app_post_bureau_decline,CSL,ACQPL,777,contact_point_3,contact_point_8,attribute_7,product_10,comm_event_5,PRC,APPLY FOR LOAN,App Not Complete,custom_attr_10
10/17/2024,8:53,and,bk-lending-cloe-fe-closing-280,auto_loan_app_approved,ASL,DEC,620,contact_point_6,contact_point_9,attribute_5,product_9,comm_event_9,CLM,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_9
10/17/2024,10:52,www,bk-card-cco-apply-281,cco_approve_edit_card,CSL,ACQ,687,contact_point_1,contact_point_7,attribute_7,product_8,comm_event_8,PRC,APPLY FOR LOAN,App Not Complete,custom_attr_8
10/17/2024,11:09,iph,bk-card-cco-apply-282,auto_loan_app_approved,CRC,ACQ,761,contact_point_3,contact_point_9,attribute_4,product_7,comm_event_8,DEC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_5
10/17/2024,20:49,and,bk-auto-loan-app-283,auto_loan_app_approved,CRC,DEC,684,contact_point_1,contact_point_1,attribute_7,product_8,comm_event_2,PRC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_10
10/17/2024,7:21,and,bk-card-cco-apply-284,cco_approve_edit_card,ASL,DEC,769,contact_point_5,contact_point_1,attribute_1,product_5,comm_event_6,DEC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_10
10/17/2024,8:31,iph,bk-lending-cloe-fe-closing-285,auto_loan_app_approved,ASL,ACQPL,741,contact_point_6,contact_point_1,attribute_8,product_6,comm_event_7,PRC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_3
10/17/2024,0:41,www,bk-auto-loan-app-286,pul_loan_app_post_bureau_decline,CSL,ACQ,723,contact_point_5,contact_point_6,attribute_10,product_2,comm_event_8,PRC,APPLY FOR LOAN,App Complete,custom_attr_6
10/17/2024,23:16,and,bk-card-cco-apply-287,auto_loan_app_approved,ASL,DEC,612,contact_point_7,contact_point_6,attribute_3,product_6,comm_event_2,CLM,APPLY FOR LOAN,App Complete,custom_attr_4
10/17/2024,21:35,and,bk-card-cco-apply-288,pul_loan_app_post_bureau_decline,ASL,ACQ,699,contact_point_9,contact_point_2,attribute_6,product_8,comm_event_2,CLM,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_3
10/17/2024,4:31,mob,bk-card-cco-apply-289,pul_loan_app_post_bureau_decline,CSL,ACQPL,721,contact_point_7,contact_point_1,attribute_4,product_6,comm_event_7,DEC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_1
10/17/2024,17:10,www,bk-card-cco-apply-290,auto_loan_app_approved,CSL,ACQ,659,contact_point_1,contact_point_1,attribute_8,product_8,comm_event_1,CLM,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_10
10/17/2024,18:30,mob,bk-lending-cloe-fe-closing-291,cco_approve_edit_card,CSL,ACQPL,724,contact_point_10,contact_point_9,attribute_10,product_1,comm_event_2,CLM,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_2
10/17/2024,1:55,mob,bk-card-cco-apply-292,auto_loan_app_approved,CRC,ACQ,631,contact_point_9,contact_point_2,attribute_4,product_2,comm_event_6,PRC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_8
10/17/2024,14:30,and,bk-auto-loan-app-293,pul_loan_app_post_bureau_decline,ASL,ACQPL,702,contact_point_8,contact_point_5,attribute_5,product_10,comm_event_1,PRC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_10
10/17/2024,2:48,mob,bk-auto-loan-app-294,cco_approve_edit_card,CRC,ACQ,679,contact_point_3,contact_point_1,attribute_4,product_4,comm_event_3,PRC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_8
10/17/2024,1:54,and,bk-auto-loan-app-295,pul_loan_app_post_bureau_decline,CSL,ACQPL,797,contact_point_10,contact_point_5,attribute_4,product_8,comm_event_10,DEC,APPLY FOR LOAN,App Not Complete,custom_attr_9
10/17/2024,23:33,iph,bk-auto-loan-app-296,auto_loan_app_approved,ASL,ACQ,732,contact_point_5,contact_point_4,attribute_9,product_4,comm_event_4,PRC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_2
10/17/2024,1:23,www,bk-auto-loan-app-297,auto_loan_app_approved,CRC,ACQ,616,contact_point_9,contact_point_2,attribute_5,product_7,comm_event_4,DEC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_2
10/17/2024,12:26,iph,bk-lending-cloe-fe-closing-298,auto_loan_app_approved,CRC,ACQPL,663,contact_point_10,contact_point_2,attribute_3,product_7,comm_event_7,DEC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_2
10/17/2024,22:14,www,bk-lending-cloe-fe-closing-299,cco_approve_edit_card,CRC,ACQ,666,contact_point_9,contact_point_5,attribute_3,product_6,comm_event_3,DEC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_6
10/17/2024,6:57,mob,bk-auto-loan-app-300,cco_approve_edit_card,CRC,ACQ,765,contact_point_10,contact_point_3,attribute_10,product_9,comm_event_2,PRC,APPLY FOR LOAN,App Complete,custom_attr_10
10/17/2024,8:57,mob,bk-lending-cloe-fe-closing-301,auto_loan_app_approved,CRC,ACQPL,713,contact_point_7,contact_point_4,attribute_6,product_8,comm_event_7,DEC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_1
10/17/2024,19:35,www,bk-card-cco-apply-302,pul_loan_app_post_bureau_decline,ASL,ACQPL,666,contact_point_4,contact_point_6,attribute_1,product_10,comm_event_4,DEC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_10
10/17/2024,15:46,and,bk-lending-cloe-fe-closing-303,pul_loan_app_post_bureau_decline,CRC,ACQPL,670,contact_point_7,contact_point_3,attribute_6,product_5,comm_event_2,CLM,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_10
10/17/2024,19:06,mob,bk-auto-loan-app-304,pul_loan_app_post_bureau_decline,CSL,ACQPL,651,contact_point_4,contact_point_1,attribute_9,product_2,comm_event_6,DEC,APPLY FOR LOAN,App Complete,custom_attr_9
10/17/2024,20:21,and,bk-auto-loan-app-305,auto_loan_app_approved,CSL,DEC,715,contact_point_1,contact_point_9,attribute_1,product_10,comm_event_8,DEC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_6
10/17/2024,2:03,and,bk-lending-cloe-fe-closing-306,cco_approve_edit_card,ASL,ACQPL,727,contact_point_1,contact_point_9,attribute_9,product_9,comm_event_4,DEC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_9
10/17/2024,4:49,and,bk-auto-loan-app-307,cco_approve_edit_card,CRC,DEC,768,contact_point_1,contact_point_10,attribute_3,product_9,comm_event_3,CLM,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_6
10/17/2024,12:55,and,bk-auto-loan-app-308,auto_loan_app_approved,CSL,ACQPL,735,contact_point_5,contact_point_10,attribute_2,product_2,comm_event_8,PRC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_6
10/17/2024,22:34,iph,bk-auto-loan-app-309,auto_loan_app_approved,CRC,ACQPL,733,contact_point_4,contact_point_6,attribute_8,product_6,comm_event_4,CLM,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_1
10/17/2024,10:28,iph,bk-card-cco-apply-310,cco_approve_edit_card,ASL,ACQ,699,contact_point_5,contact_point_10,attribute_4,product_9,comm_event_6,CLM,APPLY FOR LOAN,App Not Complete,custom_attr_6
10/17/2024,11:53,and,bk-card-cco-apply-311,cco_approve_edit_card,CRC,ACQPL,769,contact_point_1,contact_point_7,attribute_2,product_3,comm_event_3,PRC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_3
10/17/2024,23:06,www,bk-lending-cloe-fe-closing-312,cco_approve_edit_card,ASL,DEC,662,contact_point_7,contact_point_8,attribute_10,product_5,comm_event_3,CLM,APPLY FOR LOAN,App Not Complete,custom_attr_8
10/17/2024,7:24,and,bk-lending-cloe-fe-closing-313,auto_loan_app_approved,CRC,ACQPL,726,contact_point_4,contact_point_5,attribute_2,product_5,comm_event_3,CLM,APPLY FOR LOAN,App Not Complete,custom_attr_4
10/17/2024,4:19,mob,bk-card-cco-apply-314,pul_loan_app_post_bureau_decline,CRC,DEC,709,contact_point_8,contact_point_9,attribute_2,product_9,comm_event_4,DEC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_8
10/17/2024,8:30,www,bk-auto-loan-app-315,auto_loan_app_approved,CRC,ACQ,632,contact_point_6,contact_point_8,attribute_2,product_2,comm_event_2,DEC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_6
10/17/2024,3:13,www,bk-lending-cloe-fe-closing-316,cco_approve_edit_card,ASL,ACQ,757,contact_point_10,contact_point_3,attribute_10,product_7,comm_event_9,PRC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_6
10/17/2024,21:38,mob,bk-lending-cloe-fe-closing-317,pul_loan_app_post_bureau_decline,CSL,ACQ,791,contact_point_9,contact_point_7,attribute_1,product_3,comm_event_1,PRC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_8
10/17/2024,19:50,www,bk-lending-cloe-fe-closing-318,cco_approve_edit_card,CRC,ACQ,712,contact_point_5,contact_point_6,attribute_1,product_7,comm_event_9,CLM,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_6
10/17/2024,16:09,iph,bk-auto-loan-app-319,pul_loan_app_post_bureau_decline,ASL,DEC,722,contact_point_2,contact_point_10,attribute_8,product_3,comm_event_2,PRC,APPLY FOR LOAN,App Not Complete,custom_attr_1
10/17/2024,14:29,www,bk-card-cco-apply-320,pul_loan_app_post_bureau_decline,CSL,DEC,708,contact_point_6,contact_point_10,attribute_1,product_3,comm_event_5,PRC,APPLY FOR LOAN,App Not Complete,custom_attr_1
10/17/2024,11:00,www,bk-card-cco-apply-321,cco_approve_edit_card,CSL,ACQ,746,contact_point_7,contact_point_2,attribute_1,product_2,comm_event_2,PRC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_10
10/17/2024,21:41,iph,bk-lending-cloe-fe-closing-322,pul_loan_app_post_bureau_decline,ASL,ACQPL,636,contact_point_4,contact_point_9,attribute_3,product_5,comm_event_8,CLM,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_10
10/17/2024,19:59,and,bk-auto-loan-app-323,pul_loan_app_post_bureau_decline,CRC,DEC,621,contact_point_1,contact_point_2,attribute_8,product_10,comm_event_9,CLM,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_6
10/17/2024,8:29,www,bk-card-cco-apply-324,cco_approve_edit_card,ASL,ACQ,799,contact_point_3,contact_point_8,attribute_6,product_6,comm_event_3,PRC,APPLY FOR LOAN,App Not Complete,custom_attr_8
10/17/2024,21:09,mob,bk-auto-loan-app-325,auto_loan_app_approved,CRC,DEC,613,contact_point_8,contact_point_8,attribute_6,product_10,comm_event_3,PRC,APPLY FOR LOAN,App Not Complete,custom_attr_1
10/17/2024,9:51,mob,bk-card-cco-apply-326,pul_loan_app_post_bureau_decline,CSL,DEC,797,contact_point_10,contact_point_8,attribute_8,product_10,comm_event_7,CLM,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_3
10/17/2024,12:42,and,bk-lending-cloe-fe-closing-327,cco_approve_edit_card,ASL,ACQ,714,contact_point_6,contact_point_6,attribute_6,product_6,comm_event_5,DEC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_10
10/17/2024,8:07,and,bk-card-cco-apply-328,auto_loan_app_approved,CSL,ACQPL,708,contact_point_4,contact_point_9,attribute_9,product_6,comm_event_4,CLM,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_4
10/17/2024,8:46,mob,bk-auto-loan-app-329,cco_approve_edit_card,CRC,DEC,795,contact_point_6,contact_point_7,attribute_10,product_3,comm_event_9,CLM,APPLY FOR LOAN,App Not Complete,custom_attr_3
10/17/2024,5:50,www,bk-auto-loan-app-330,auto_loan_app_approved,CSL,ACQPL,601,contact_point_3,contact_point_6,attribute_3,product_10,comm_event_6,DEC,APPLY FOR LOAN,App Complete,custom_attr_10
10/17/2024,19:25,and,bk-auto-loan-app-331,pul_loan_app_post_bureau_decline,ASL,DEC,750,contact_point_1,contact_point_1,attribute_3,product_3,comm_event_6,CLM,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_10
10/17/2024,16:24,and,bk-card-cco-apply-332,pul_loan_app_post_bureau_decline,ASL,DEC,619,contact_point_2,contact_point_10,attribute_9,product_7,comm_event_4,DEC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_7
10/17/2024,0:13,and,bk-auto-loan-app-333,cco_approve_edit_card,CSL,ACQ,756,contact_point_8,contact_point_10,attribute_1,product_1,comm_event_10,CLM,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_2
10/17/2024,1:56,mob,bk-card-cco-apply-334,cco_approve_edit_card,ASL,ACQ,760,contact_point_4,contact_point_3,attribute_6,product_9,comm_event_7,PRC,APPLY FOR LOAN,App Not Complete,custom_attr_1
10/17/2024,17:07,mob,bk-auto-loan-app-335,auto_loan_app_approved,CSL,DEC,607,contact_point_5,contact_point_3,attribute_6,product_8,comm_event_10,PRC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_7
10/17/2024,21:21,and,bk-lending-cloe-fe-closing-336,pul_loan_app_post_bureau_decline,ASL,ACQPL,615,contact_point_1,contact_point_2,attribute_2,product_6,comm_event_8,CLM,APPLY FOR LOAN,App Complete,custom_attr_3
10/17/2024,17:02,mob,bk-lending-cloe-fe-closing-337,cco_approve_edit_card,CRC,DEC,758,contact_point_8,contact_point_5,attribute_10,product_5,comm_event_1,PRC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_3
10/17/2024,18:30,iph,bk-auto-loan-app-338,cco_approve_edit_card,CRC,ACQPL,715,contact_point_3,contact_point_3,attribute_9,product_1,comm_event_8,CLM,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_8
10/17/2024,5:01,iph,bk-auto-loan-app-339,auto_loan_app_approved,ASL,DEC,679,contact_point_2,contact_point_10,attribute_1,product_5,comm_event_10,PRC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_2
10/17/2024,16:46,www,bk-lending-cloe-fe-closing-340,pul_loan_app_post_bureau_decline,ASL,ACQPL,770,contact_point_8,contact_point_7,attribute_6,product_8,comm_event_2,CLM,APPLY FOR LOAN,App Not Complete,custom_attr_1
10/17/2024,7:30,mob,bk-card-cco-apply-341,auto_loan_app_approved,CRC,DEC,699,contact_point_4,contact_point_5,attribute_4,product_1,comm_event_9,DEC,APPLY FOR LOAN,App Complete,custom_attr_9
10/17/2024,16:54,and,bk-lending-cloe-fe-closing-342,cco_approve_edit_card,ASL,ACQPL,784,contact_point_9,contact_point_10,attribute_2,product_1,comm_event_8,PRC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_2
10/17/2024,10:13,iph,bk-auto-loan-app-343,pul_loan_app_post_bureau_decline,CRC,DEC,669,contact_point_7,contact_point_4,attribute_7,product_3,comm_event_2,PRC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_9
10/17/2024,7:09,and,bk-auto-loan-app-344,auto_loan_app_approved,ASL,ACQPL,742,contact_point_4,contact_point_10,attribute_8,product_5,comm_event_3,DEC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_3
10/17/2024,6:28,www,bk-lending-cloe-fe-closing-345,pul_loan_app_post_bureau_decline,CRC,DEC,619,contact_point_6,contact_point_10,attribute_5,product_1,comm_event_3,PRC,APPLY FOR LOAN,App Not Complete,custom_attr_3
10/17/2024,19:27,and,bk-lending-cloe-fe-closing-346,auto_loan_app_approved,CSL,ACQ,750,contact_point_10,contact_point_1,attribute_1,product_2,comm_event_1,PRC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_3
10/17/2024,20:04,mob,bk-lending-cloe-fe-closing-347,cco_approve_edit_card,CRC,DEC,634,contact_point_2,contact_point_9,attribute_6,product_8,comm_event_1,PRC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_4
10/17/2024,8:24,iph,bk-card-cco-apply-348,auto_loan_app_approved,CSL,ACQPL,618,contact_point_10,contact_point_3,attribute_6,product_6,comm_event_10,DEC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_6
10/17/2024,23:05,www,bk-auto-loan-app-349,auto_loan_app_approved,CSL,ACQ,602,contact_point_1,contact_point_3,attribute_6,product_1,comm_event_8,PRC,APPLY FOR LOAN,App Complete,custom_attr_1
10/17/2024,19:36,mob,bk-card-cco-apply-350,auto_loan_app_approved,CRC,ACQ,751,contact_point_8,contact_point_7,attribute_9,product_4,comm_event_1,PRC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_3
10/17/2024,0:37,and,bk-lending-cloe-fe-closing-351,pul_loan_app_post_bureau_decline,CRC,ACQ,705,contact_point_2,contact_point_8,attribute_6,product_9,comm_event_6,DEC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_1
10/17/2024,14:01,www,bk-card-cco-apply-352,pul_loan_app_post_bureau_decline,CSL,DEC,654,contact_point_2,contact_point_3,attribute_3,product_4,comm_event_6,DEC,APPLY FOR LOAN,App Complete,custom_attr_3
10/17/2024,13:18,mob,bk-lending-cloe-fe-closing-353,pul_loan_app_post_bureau_decline,CSL,ACQ,640,contact_point_2,contact_point_8,attribute_7,product_5,comm_event_6,DEC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_10
10/17/2024,6:50,iph,bk-lending-cloe-fe-closing-354,auto_loan_app_approved,CSL,ACQPL,737,contact_point_8,contact_point_9,attribute_1,product_5,comm_event_8,CLM,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_4
10/17/2024,20:07,and,bk-card-cco-apply-355,pul_loan_app_post_bureau_decline,CRC,DEC,669,contact_point_1,contact_point_5,attribute_9,product_9,comm_event_7,CLM,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_6
10/17/2024,1:35,iph,bk-auto-loan-app-356,pul_loan_app_post_bureau_decline,ASL,ACQ,639,contact_point_10,contact_point_7,attribute_7,product_2,comm_event_10,PRC,APPLY FOR LOAN,App Not Complete,custom_attr_4
10/17/2024,11:53,and,bk-card-cco-apply-357,pul_loan_app_post_bureau_decline,ASL,ACQPL,701,contact_point_7,contact_point_2,attribute_7,product_5,comm_event_6,CLM,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_4
10/17/2024,12:32,iph,bk-card-cco-apply-358,auto_loan_app_approved,CSL,ACQPL,608,contact_point_8,contact_point_10,attribute_8,product_7,comm_event_7,DEC,APPLY FOR LOAN,App Not Complete,custom_attr_4
10/17/2024,15:18,www,bk-lending-cloe-fe-closing-359,pul_loan_app_post_bureau_decline,ASL,ACQ,620,contact_point_2,contact_point_9,attribute_2,product_2,comm_event_6,CLM,APPLY FOR LOAN,App Not Complete,custom_attr_1
10/17/2024,14:22,www,bk-card-cco-apply-360,cco_approve_edit_card,CRC,ACQ,672,contact_point_10,contact_point_1,attribute_8,product_3,comm_event_10,CLM,APPLY FOR LOAN,App Not Complete,custom_attr_8
10/17/2024,14:41,and,bk-auto-loan-app-361,pul_loan_app_post_bureau_decline,CRC,DEC,764,contact_point_2,contact_point_6,attribute_3,product_2,comm_event_9,PRC,APPLY FOR LOAN,App Not Complete,custom_attr_5
10/17/2024,3:17,iph,bk-card-cco-apply-362,cco_approve_edit_card,ASL,ACQPL,724,contact_point_6,contact_point_5,attribute_2,product_9,comm_event_4,DEC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_4
10/17/2024,23:43,iph,bk-card-cco-apply-363,pul_loan_app_post_bureau_decline,ASL,ACQ,779,contact_point_10,contact_point_8,attribute_8,product_8,comm_event_8,CLM,APPLY FOR LOAN,App Not Complete,custom_attr_3
10/17/2024,1:10,www,bk-card-cco-apply-364,cco_approve_edit_card,CSL,DEC,612,contact_point_7,contact_point_6,attribute_6,product_5,comm_event_1,CLM,APPLY FOR LOAN,App Complete,custom_attr_4
10/17/2024,1:15,www,bk-auto-loan-app-365,pul_loan_app_post_bureau_decline,CRC,ACQ,768,contact_point_5,contact_point_6,attribute_3,product_3,comm_event_2,PRC,APPLY FOR LOAN,App Complete,custom_attr_10
10/17/2024,22:27,iph,bk-lending-cloe-fe-closing-366,cco_approve_edit_card,CRC,DEC,668,contact_point_8,contact_point_10,attribute_6,product_6,comm_event_4,CLM,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_4
